Num_Acc;an;mois;jour;hrmn;lat;long;dep
201800028058;18;7;7;155;4925413;402226;510
201800028059;18;7;8;210;4925374;401818;510
201800028060;18;7;8;1555;4922121;401828;510
201800028061;18;7;9;730;4925966;400920;510
201800028062;18;7;10;2310;4925373;402681;510
201800028063;18;7;13;1645;4922923;403219;510
201800028064;18;7;15;1115;4925440;406158;510
201800028065;18;7;15;1950;4924471;404873;510
201800028066;18;7;17;1135;4925620;403052;510
201800028067;18;7;18;850;4923232;403324;510
201800028068;18;7;20;840;4926132;403132;510
201800028069;18;7;23;1730;4923624;402627;510
201800028070;18;7;24;1450;4925766;404490;510
201800028071;18;7;24;1645;4921420;404831;510
201800028072;18;7;26;1430;4922255;401422;510
201800028073;18;8;2;1315;4925022;404131;510
201800028074;18;8;3;1210;4928675;405966;510
201800028075;18;8;3;1645;4926708;406555;510
201800028076;18;8;3;1210;4924520;403174;510
201800028077;18;8;5;835;4925460;404821;510
201800028078;18;8;5;2150;4923987;400858;510
201800028079;18;8;7;730;4924540;404518;510
201800028080;18;8;8;40;4924936;403723;510
201800028081;18;8;8;1735;4925016;405658;510
201800028082;18;8;11;255;4926582;401729;510
201800028083;18;8;15;1730;4924144;399148;510
201800028084;18;8;22;1740;4923703;406848;510
201800028085;18;8;23;1400;4922767;402962;510
201800028086;18;8;24;1010;4922951;406386;510
201800028087;18;8;24;1720;4925470;397810;510
201800028088;18;8;26;340;4925609;403660;510
201800028089;18;8;26;1135;4928062;401301;510
201800028090;18;8;27;1835;4926202;401283;510
201800028091;18;8;29;825;4924545;405708;510
201800028092;18;8;30;1705;4926187;403629;510
201800028093;18;8;31;1730;4927481;401096;510
201800028094;18;9;2;605;4922660;402399;510
201800028095;18;9;2;1200;4926959;404397;510
201800028096;18;9;4;1812;4923299;406712;510
201800028097;18;9;5;815;4924132;404559;510
201800028098;18;9;6;1715;4922430;405178;510
201800028099;18;9;6;1720;4925437;406161;510
201800028100;18;9;7;945;4922018;402057;510
201800028101;18;9;7;1535;4923603;401159;510
201800028102;18;9;9;1055;4926331;402833;510
201800028103;18;9;10;1420;4924307;403601;510
201800028104;18;9;12;940;4924381;403505;510
201800028105;18;9;14;800;4924208;401435;510
201800028106;18;9;14;1925;4925397;397455;510
201800028107;18;9;18;1515;4922613;406637;510
201800028108;18;9;19;805;4924796;404370;510
201800028109;18;9;19;1410;4923333;404722;510
201800028110;18;9;21;1755;4926112;403052;510
201800028111;18;9;22;905;4925544;405511;510
201800028112;18;9;22;2345;4924942;399169;510
201800028113;18;9;24;855;4924923;402407;510
201800028114;18;9;24;1555;4926185;401992;510
201800028115;18;9;24;1750;4927380;405820;510
201800028116;18;9;26;800;4925340;404619;510
201800028117;18;9;27;1330;4925387;404082;510
201800028118;18;10;2;1735;4923934;399640;510
201800028119;18;10;3;720;4923860;403934;510
201800028120;18;10;4;840;4929292;401412;510
201800028121;18;10;6;1015;4922360;404821;510
201800028122;18;10;6;1845;4925633;403633;510
201800028123;18;10;8;1430;4925747;401924;510
201800028124;18;10;9;1620;4922646;402320;510
201800028125;18;10;9;1945;4925488;405487;510
201800028126;18;10;10;1820;4923932;402008;510
201800028127;18;10;10;1640;4925785;401159;510
201800028128;18;10;11;1810;4927208;401268;510
201800028129;18;10;12;805;4925529;404631;510
201800028130;18;10;12;1635;4925671;406229;510
201800028131;18;10;12;1725;4924680;401053;510
201800028132;18;10;13;1430;4924412;404934;510
201800028133;18;10;18;735;4924597;404666;510
201800028134;18;10;18;1330;4922516;406587;510
201800028135;18;10;18;1730;4921254;402684;510
201800028136;18;10;22;1725;4925833;402728;510
201800028137;18;10;25;1910;4926013;404727;510
201800028138;18;10;26;1725;4925253;402233;510
201800028139;18;10;27;2210;4922752;401266;510
201800028140;18;10;29;739;4925844;405630;510
201800028141;18;10;31;1950;4927090;402613;510
201800028142;18;11;1;410;4923400;407876;510
201800028143;18;11;2;1555;4924695;403265;510
201800028144;18;11;7;1720;4924736;397893;510
201800028145;18;11;7;1745;4925472;402278;510
201800028146;18;11;8;1220;4924369;404112;510
201800028147;18;11;9;755;4925057;405269;510
201800028148;18;11;10;1530;4926868;406979;510
201800028149;18;11;11;1105;4922806;403376;510
201800028150;18;11;12;1335;4927671;400586;510
201800028151;18;11;13;1700;4926708;402454;510
201800028152;18;11;12;1750;4928703;402759;510
201800028153;18;11;14;1330;4925199;402303;510
201800028154;18;11;12;1430;4924698;406379;510
201800028155;18;11;14;1435;4925671;406229;510
201800028156;18;11;16;1800;4925779;403091;510
201800028157;18;11;17;1800;4928161;403810;510
201800028158;18;11;19;1340;4924821;405884;510
201800028159;18;11;19;1855;4922529;403348;510
201800028160;18;11;16;1600;4923678;402557;510
201800028161;18;11;20;1755;4924296;405837;510
201800028162;18;11;20;1815;4924660;401644;510
201800028163;18;11;20;2210;4925730;403899;510
201800028164;18;11;22;755;4922470;401787;510
201800028165;18;11;22;1640;4925741;402592;510
201800028166;18;11;23;1725;4929213;400241;510
201800028167;18;11;25;1240;4922255;401414;510
201800028168;18;11;25;1725;4927520;401789;510
201800028169;18;11;25;1825;4923243;401833;510
201800028170;18;11;27;1025;4922660;401963;510
201800028171;18;11;28;1405;4924872;401290;510
201800028172;18;11;28;1820;4923481;404128;510
201800028173;18;11;28;1930;4925125;403439;510
201800028174;18;11;29;735;4923597;406609;510
201800028175;18;11;29;1858;4922396;402468;510
201800028176;18;12;2;958;4923397;402776;510
201800028177;18;12;9;1750;4925949;405630;510
201800028178;18;12;11;845;4928991;400459;510
201800028179;18;12;11;1620;4925427;401726;510
201800028180;18;12;13;1400;4927939;400465;510
201800028181;18;12;13;1630;4925034;397773;510
201800028182;18;12;17;915;4922989;403552;510
201800028183;18;12;17;1220;4924953;404284;510
201800028184;18;12;20;825;4923170;401100;510
201800028185;18;12;21;15;4925268;406246;510
201800028186;18;12;21;1215;4925100;404082;510
201800028187;18;12;21;1210;4926503;406016;510
201800028188;18;12;21;1605;4924348;404362;510
201800028189;18;12;21;1755;4926119;402407;510
201800028190;18;12;26;1300;4923323;402962;510
201800028191;18;12;26;1400;4924739;406463;510
201800028192;18;12;26;1815;4923652;407139;510
201800028193;18;12;29;2045;4923908;403104;510
201800028194;18;1;9;1750;4811974;513906;520
201800028195;18;1;25;1435;4812926;515745;520
201800028196;18;3;6;1846;4806044;514605;520
201800028197;18;4;10;1730;4808674;510200;520
201800028198;18;4;20;2225;4810330;514426;520
201800028199;18;4;29;2250;4808874;514605;520
201800028200;18;5;1;455;4808872;513945;520
201800028201;18;5;11;1430;4811081;513294;520
201800028202;18;5;22;1700;4810481;514266;520
201800028203;18;6;2;1205;4810100;514474;520
201800028204;18;6;7;705;4811656;514537;520
201800028205;18;8;14;230;4810101;514471;520
201800028206;18;11;6;1802;4811005;513470;520
201800028207;18;11;22;2040;4809882;514079;520
201800028208;18;11;23;1212;4808972;513422;520
201800028209;18;12;11;1700;4810668;513072;520
201800028210;18;1;22;1220;4863690;495010;520
201800028211;18;5;14;1035;4864661;493338;520
201800028212;18;7;9;1735;4863776;493848;520
201800028213;18;7;10;2345;4863645;495427;520
201800028214;18;9;12;1730;4864276;497082;520
201800028215;18;11;10;1440;4862758;495961;520
201800028216;18;11;13;1713;4863591;496675;520
201800028217;18;11;14;1505;4863026;493390;520
201800028218;18;11;19;300;4862267;499323;520
201800028219;18;12;13;1250;4864038;497995;520
201800028220;18;12;18;1010;4864756;496311;520
201800028221;18;12;23;1915;4863191;495369;520
201800028222;18;1;15;1730;4807956;-80464;530
201800028223;18;1;26;1912;4805623;-79717;530
201800028224;18;1;20;1736;4805984;-77592;530
201800028225;18;1;31;737;4806123;-75953;530
201800028226;18;2;12;1125;4806328;-74995;530
201800028227;18;2;17;1700;4806306;-75272;530
201800028228;18;3;23;1835;4808073;-75261;530
201800028229;18;3;28;820;4805386;-79633;530
201800028230;18;2;27;1945;4806863;-80356;530
201800028231;18;4;7;1245;4807558;-78492;530
201800028232;18;4;22;1200;4806993;-74964;530
201800028233;18;5;10;1720;4806868;-80578;530
201800028234;18;5;14;1615;4806872;-76208;530
201800028235;18;5;22;1827;4804238;-77767;530
201800028236;18;6;20;1215;4807070;-77657;530
201800028237;18;6;26;1354;4807099;-74581;530
201800028238;18;7;13;950;4809443;-78680;530
201800028239;18;8;2;715;4807286;-72984;530
201800028240;18;9;17;929;4806870;-82140;530
201800028241;18;9;22;1835;4808803;80888;530
201800028242;18;10;2;2025;4807545;-72518;530
201800028243;18;10;5;1520;4807108;-74584;530
201800028244;18;10;22;754;4805945;-78806;530
201800028245;18;10;29;1050;4805287;-74609;530
201800028246;18;11;17;2155;4805292;-74016;530
201800028247;18;12;20;1105;4809930;-78996;530
201800028248;18;2;1;416;4926145;595035;540
201800028249;18;5;13;848;4926177;591319;540
201800028250;18;1;9;730;4916671;585765;540
201800028251;18;2;2;1755;4916603;584856;540
201800028252;18;4;26;1521;4914999;588452;540
201800028253;18;6;23;1530;4921768;592765;540
201800028254;18;7;18;1500;4919932;593414;540
201800028255;18;7;17;1940;4915526;600151;540
201800028256;18;12;21;1620;4913557;589285;540
201800028257;18;1;30;1310;4861000;635000;540
201800028258;18;3;6;1430;4863469;631121;540
201800028259;18;9;10;825;4861152;635302;540
201800028260;18;12;25;1750;4952766;581498;540
201800028261;18;2;3;1305;4953429;579262;540
201800028262;18;1;31;1630;4951832;575501;540
201800028263;18;1;16;1715;4951702;576282;540
201800028264;18;4;7;1650;4952270;579285;540
201800028265;18;4;2;1450;4950540;578781;540
201800028266;18;3;27;1452;4954494;580587;540
201800028267;18;4;3;1450;4952353;576456;540
201800028268;18;4;7;1755;4951961;576321;540
201800028269;18;4;13;1415;4952340;579649;540
201800028270;18;5;15;1040;4949780;580505;540
201800028271;18;5;19;2050;4954375;578026;540
201800028272;18;5;18;2020;4950073;578026;540
201800028273;18;4;15;1745;4954582;578234;540
201800028274;18;7;15;125;4954250;576169;540
201800028275;18;7;14;1845;4949263;581064;540
201800028276;18;8;31;1415;4952545;576176;540
201800028277;18;10;1;925;4953389;579784;540
201800028278;18;10;1;1303;4954893;581047;540
201800028279;18;11;28;1755;4947843;582311;540
201800028280;18;12;8;1910;4953646;578365;540
201800028281;18;1;2;1810;4858164;651772;540
201800028282;18;5;22;1148;4858439;650806;540
201800028283;18;6;20;1905;4859329;648658;540
201800028284;18;12;31;1400;4870391;617163;540
201800028285;18;12;28;2235;4866840;616557;540
201800028286;18;1;5;1755;4883550;230037;540
201800028287;18;1;4;1820;4869985;614077;540
201800028288;18;1;8;1810;4868033;617742;540
201800028289;18;1;9;1430;5063471;308788;540
201800028290;18;1;8;1940;4868365;617484;540
201800028291;18;1;11;1850;4869948;617019;540
201800028292;18;1;14;800;4867862;616076;540
201800028293;18;1;11;1725;4865971;622629;540
201800028294;18;1;11;1715;4866483;623602;540
201800028295;18;1;5;1221;4866586;617570;540
201800028296;18;1;15;1950;4868700;617717;540
201800028297;18;1;12;1620;4870721;621797;540
201800028298;18;1;13;1715;4870284;617623;540
201800028299;18;1;16;1320;4867220;617567;540
201800028300;18;1;18;1050;4870797;624294;540
201800028301;18;1;17;1845;4868744;613155;540
201800028302;18;1;19;1925;4867099;615701;540
201800028303;18;1;21;1340;4869453;613703;540
201800028304;18;1;22;715;4865817;617754;540
201800028305;18;1;22;1210;4867217;618132;540
201800028306;18;1;24;1350;4869572;618996;540
201800028307;18;1;24;1400;4865671;612936;540
201800028308;18;1;25;750;4868653;619054;540
201800028309;18;1;16;1635;4869712;621563;540
201800028310;18;1;13;600;4867234;615446;540
201800028311;18;1;13;1655;4868408;619639;540
201800028312;18;1;25;1500;4868750;617077;540
201800028313;18;1;26;1830;4869151;620705;540
201800028314;18;1;27;1700;4865509;622741;540
201800028315;18;1;29;846;4861941;620359;540
201800028316;18;1;29;1750;4867222;615333;540
201800028317;18;1;28;33;4869124;619096;540
201800028318;18;1;22;745;4866559;614050;540
201800028319;18;1;29;1913;4872145;627019;540
201800028320;18;1;30;1755;4870595;613983;540
201800028321;18;1;26;1120;4868187;619268;540
201800028322;18;1;31;915;4869001;620279;540
201800028323;18;2;2;1425;4868671;619466;540
201800028324;18;2;3;1515;4868685;618397;540
201800028325;18;2;8;1535;4867207;616100;540
201800028326;18;2;9;1850;4869927;618053;540
201800028327;18;2;10;2000;4867797;614503;540
201800028328;18;2;12;1705;4865665;612678;540
201800028329;18;2;12;1820;4870663;617694;540
201800028330;18;2;13;823;4868158;616128;540
201800028331;18;2;13;1130;4869366;621103;540
201800028332;18;2;15;1925;4868744;617990;540
201800028333;18;2;17;1020;4868558;619543;540
201800028334;18;2;17;1950;4867774;614551;540
201800028335;18;1;18;700;4869133;615428;540
201800028336;18;2;19;1850;4868949;618200;540
201800028337;18;2;21;1415;4869025;617572;540
201800028338;18;2;23;905;4867227;622559;540
201800028339;18;2;23;1954;4866715;616473;540
201800028340;18;2;24;1805;4866112;617540;540
201800028341;18;2;26;930;4868908;618384;540
201800028342;18;2;27;1415;4869919;618741;540
201800028343;18;2;28;1113;4868407;618645;540
201800028344;18;3;2;1929;4868169;621614;540
201800028345;18;2;28;655;4867764;620128;540
201800028346;18;3;6;1305;4868591;620129;540
201800028347;18;3;7;1450;4866663;619835;540
201800028348;18;3;2;2310;4867562;614941;540
201800028349;18;3;8;915;4868671;618110;540
201800028350;18;3;9;1715;4866180;617386;540
201800028351;18;3;9;2227;4869132;618389;540
201800028352;18;3;12;1100;4870762;616658;540
201800028353;18;3;12;1345;4870346;618201;540
201800028354;18;3;12;2000;4870793;624291;540
201800028355;18;3;13;40;4868297;619702;540
201800028356;18;3;12;2030;4869330;612802;540
201800028357;18;3;13;1310;4869411;617797;540
201800028358;18;3;14;1045;4868792;617973;540
201800028359;18;3;14;1955;4871315;616582;540
201800028360;18;3;15;1309;4869043;615607;540
201800028361;18;3;15;2330;4869279;619000;540
201800028362;18;3;16;1853;4865691;613256;540
201800028363;18;3;17;1100;4860950;617386;540
201800028364;18;3;17;1225;4868528;621947;540
201800028365;18;3;20;2010;4868644;616416;540
201800028366;18;3;21;723;4866925;616011;540
201800028367;18;3;22;2000;4869587;617164;540
201800028368;18;3;23;640;4868668;616419;540
201800028369;18;3;23;822;4868692;621124;540
201800028370;18;3;14;10;4869076;617421;540
201800028371;18;3;24;1515;4865462;618586;540
201800028372;18;3;22;750;4867492;618042;540
201800028373;18;3;28;1810;4869267;618174;540
201800028374;18;3;30;1515;4868597;616841;540
201800028375;18;3;30;1610;4865816;617702;540
201800028376;18;3;30;1616;4866548;621639;540
201800028377;18;3;30;1750;4868234;619727;540
201800028378;18;3;31;1455;4876368;624642;540
201800028379;18;3;31;1530;4868323;617366;540
201800028380;18;4;3;1049;4868771;616109;540
201800028381;18;4;4;915;4870610;616223;540
201800028382;18;4;5;830;4866554;616167;540
201800028383;18;4;6;1215;4868857;617357;540
201800028384;18;4;6;920;4867697;620494;540
201800028385;18;4;10;1100;4869412;619659;540
201800028386;18;4;10;1635;4868735;618016;540
201800028387;18;4;6;1445;4861882;617645;540
201800028388;18;4;12;1035;4868898;618553;540
201800028389;18;4;13;1710;4866742;619862;540
201800028390;18;4;16;2030;4868470;616214;540
201800028391;18;4;18;1900;4868125;616414;540
201800028392;18;4;18;655;4866838;621438;540
201800028393;18;4;21;810;4868573;620596;540
201800028394;18;4;26;2210;4870080;617813;540
201800028395;18;4;28;2240;4867771;614543;540
201800028396;18;4;29;1137;4868463;617671;540
201800028397;18;4;29;1426;4867066;620898;540
201800028398;18;4;27;1503;4868462;615375;540
201800028399;18;5;1;2155;4868462;615375;540
201800028400;18;4;15;8;4868463;615378;540
201800028401;18;4;30;1635;4867753;616715;540
201800028402;18;5;2;1224;4868340;622137;540
201800028403;18;5;5;1720;4867003;623073;540
201800028404;18;5;5;1930;4688726;618826;540
201800028405;18;5;9;1050;4867816;619835;540
201800028406;18;5;5;420;4868415;617212;540
201800028407;18;5;10;1435;4866187;617421;540
201800028408;18;5;7;1740;4866527;617305;540
201800028409;18;5;10;1610;4869357;613980;540
201800028410;18;5;12;1300;4867206;616103;540
201800028411;18;5;15;739;4865025;620613;540
201800028412;18;5;14;1909;4869850;620603;540
201800028413;18;5;17;835;4870722;617241;540
201800028414;18;5;17;1400;4868167;616335;540
201800028415;18;5;21;1935;4868921;618363;540
201800028416;18;4;28;535;4870468;621287;540
201800028417;18;5;22;1940;4869653;615026;540
201800028418;18;5;14;1655;4870101;617786;540
201800028419;18;5;21;814;4869449;613698;540
201800028420;18;5;15;819;4866355;617290;540
201800028421;18;5;25;1210;4868344;622105;540
201800028422;18;5;25;1325;4668601;618110;540
201800028423;18;5;25;1645;4871290;616179;540
201800028424;18;5;25;2030;4870062;613090;540
201800028425;18;5;26;1110;4869256;618491;540
201800028426;18;5;26;15;4869047;618028;540
201800028427;18;5;28;1105;4868304;619099;540
201800028428;18;5;23;1000;4868247;617425;540
201800028429;18;5;25;500;4867153;618602;540
201800028430;18;5;28;1726;4865300;620311;540
201800028431;18;5;28;715;4870324;613456;540
201800028432;18;5;29;1455;4868837;618660;540
201800028433;18;5;29;1225;4868277;618472;540
201800028434;18;5;31;901;4870843;624474;540
201800028435;18;5;31;915;4867202;615539;540
201800028436;18;5;31;1000;4869899;616976;540
201800028437;18;5;31;1238;4869623;619183;540
201800028438;18;6;3;640;4869263;618414;540
201800028439;18;6;6;1702;4869888;616858;540
201800028440;18;6;6;2000;4865431;615278;540
201800028441;18;6;7;240;4869092;615334;540
201800028442;18;6;9;1350;4870823;616146;540
201800028443;18;6;3;1215;4870617;614866;540
201800028444;18;6;13;1525;4868802;617807;540
201800028445;18;6;12;1328;4867448;620135;540
201800028446;18;6;12;1800;4862515;618509;540
201800028447;18;6;14;1810;4869445;613697;540
201800028448;18;6;21;1025;4864748;618374;540
201800028449;18;6;22;542;4867779;616884;540
201800028450;18;6;22;1715;4867029;614170;540
201800028451;18;6;23;1735;4869085;620165;540
201800028452;18;6;24;1710;4871112;618685;540
201800028453;18;6;26;830;4865686;621808;540
201800028454;18;6;26;1355;4867099;615700;540
201800028455;18;6;26;1215;4867984;619868;540
201800028456;18;6;27;1900;4864171;606797;540
201800028457;18;6;25;1237;4868676;618304;540
201800028458;18;6;28;1450;4866677;619830;540
201800028459;18;6;28;1540;4861740;618026;540
201800028460;18;6;28;1515;4868072;617921;540
201800028461;18;6;28;1910;4868398;617673;540
201800028462;18;6;27;2000;4868818;618333;540
201800028463;18;6;30;1817;4868527;617575;540
201800028464;18;6;29;820;4866964;615553;540
201800028465;18;6;29;1610;4868837;613286;540
201800028466;18;6;20;900;4864883;615298;540
201800028467;18;7;1;330;4868700;618512;540
201800028468;18;7;3;1655;4868651;618415;540
201800028469;18;7;4;1440;4868513;613284;540
201800028470;18;7;5;1243;4868125;616420;540
201800028471;18;7;5;1350;4868734;618367;540
201800028472;18;7;4;1800;4867281;617987;540
201800028473;18;7;6;817;4865663;612925;540
201800028474;18;7;3;1134;4871342;615356;540
201800028475;18;7;6;2225;4868721;620339;540
201800028476;18;7;5;2040;4870050;617830;540
201800028477;18;7;6;2123;4868738;619674;540
201800028478;18;7;9;1440;4866525;617289;540
201800028479;18;7;9;1820;4867931;614473;540
201800028480;18;7;6;900;4869429;617780;540
201800028481;18;7;12;815;4866719;616466;540
201800028482;18;7;13;1645;4869761;619837;540
201800028483;18;7;14;1050;4865989;618028;540
201800028484;18;7;15;5;4867615;620593;540
201800028485;18;7;16;123;4866137;622587;540
201800028486;18;7;17;2015;4870073;617408;540
201800028487;18;7;22;2250;4869739;615607;540
201800028488;18;7;15;1815;4869352;618325;540
201800028489;18;7;11;1119;4869432;618286;540
201800028490;18;7;23;2000;4871251;616385;540
201800028491;18;7;24;1745;4869740;620673;540
201800028492;18;7;25;917;4867769;614891;540
201800028493;18;7;25;1745;4868950;617830;540
201800028494;18;7;26;1420;4870183;617139;540
201800028495;18;7;27;2000;4869976;616568;540
201800028496;18;7;31;820;4870193;621271;540
201800028497;18;7;26;1605;4866901;620269;540
201800028498;18;7;26;1210;4865668;613167;540
201800028499;18;7;27;2353;4869452;613695;540
201800028500;18;7;31;1856;4867660;620385;540
201800028501;18;8;1;1135;4861611;617377;540
201800028502;18;8;1;1820;4867660;620385;540
201800028503;18;8;1;1936;4870169;617128;540
201800028504;18;8;2;10;4869322;614093;540
201800028505;18;8;2;1425;4866839;621429;540
201800028506;18;8;9;730;4868749;613169;540
201800028507;18;8;9;1005;4869452;613700;540
201800028508;18;8;14;1350;4870341;622069;540
201800028509;18;8;14;1407;4869107;617485;540
201800028510;18;8;15;1802;4868643;619522;540
201800028511;18;8;15;1930;4870331;618174;540
201800028512;18;8;17;625;4868921;619385;540
201800028513;18;8;17;1330;4870305;621648;540
201800028514;18;8;19;650;4869832;620494;540
201800028515;18;8;20;1205;4866143;617463;540
201800028516;18;8;21;1610;4865657;612923;540
201800028517;18;8;20;1140;4868272;618539;540
201800028518;18;8;28;1730;4865662;612997;540
201800028519;18;8;28;2128;4869736;616707;540
201800028520;18;8;29;1625;4867174;615050;540
201800028521;18;8;29;1815;4867098;616885;540
201800028522;18;8;29;1750;4868593;620135;540
201800028523;18;8;30;1140;4867454;616363;540
201800028524;18;9;3;1355;4867178;616134;540
201800028525;18;9;4;2050;4866664;616577;540
201800028526;18;9;5;1126;4869923;619353;540
201800028527;18;9;5;1430;4870380;620158;540
201800028528;18;9;6;1515;4865111;614492;540
201800028529;18;9;7;800;4868913;621025;540
201800028530;18;8;7;708;4864910;615105;540
201800028531;18;9;8;1300;4869711;618904;540
201800028532;18;9;9;1008;4871247;623973;540
201800028533;18;9;9;2030;4868418;617206;540
201800028534;18;9;10;820;4865261;619351;540
201800028535;18;9;10;1155;4869237;617912;540
201800028536;18;9;12;1930;4867314;620631;540
201800028537;18;9;14;835;4870405;613847;540
201800028538;18;9;14;1720;4865263;618460;540
201800028539;18;9;17;1625;4867505;615198;540
201800028540;18;9;17;1725;4870329;621720;540
201800028541;18;9;18;1155;4865538;618139;540
201800028542;18;9;18;1340;4870342;626010;540
201800028543;18;9;19;1210;4869920;618748;540
201800028544;18;9;19;1720;4868427;622113;540
201800028545;18;9;20;1404;4869889;616782;540
201800028546;18;9;20;1035;4869236;617907;540
201800028547;18;9;20;1428;4869051;617141;540
201800028548;18;9;21;2040;4866360;617058;540
201800028549;18;9;22;1530;4871305;614051;540
201800028550;18;9;23;2000;4867911;614291;540
201800028551;18;9;24;1532;4867785;619845;540
201800028552;18;9;24;950;4870031;618123;540
201800028553;18;9;24;1525;4867557;619983;540
201800028554;18;9;26;1320;4868108;617503;540
201800028555;18;9;20;1800;4869020;618008;540
201800028556;18;9;27;1051;4813667;618130;540
201800028557;18;9;28;645;4868160;617474;540
201800028558;18;10;4;1710;4870821;624352;540
201800028559;18;10;4;1820;4869215;619454;540
201800028560;18;10;5;1600;4868909;616981;540
201800028561;18;10;7;1801;4869939;616748;540
201800028562;18;10;7;1925;4868010;622432;540
201800028563;18;10;9;1213;4865630;617866;540
201800028564;18;10;17;852;4866447;614330;540
201800028565;18;10;20;245;4866447;614330;540
201800028566;18;10;18;1400;4867558;619981;540
201800028567;18;10;12;955;4867502;615911;540
201800028568;18;10;3;2038;4867450;620143;540
201800028569;18;10;22;1735;4870029;615415;540
201800028570;18;10;25;810;4868834;618524;540
201800028571;18;10;27;1750;4864579;618266;540
201800028572;18;10;25;1830;4864091;625364;540
201800028573;18;11;7;912;4866837;621434;540
201800028574;18;11;13;1730;4868354;616861;540
201800028575;18;11;14;1505;4868204;616507;540
201800028576;18;10;19;1;4869456;613172;540
201800028577;18;11;9;1205;4868764;620560;540
201800028578;18;11;21;1351;4861797;617849;540
201800028579;18;11;22;1655;4868888;618384;540
201800028580;18;11;23;1521;4869062;618428;540
201800028581;18;12;3;947;4868672;618545;540
201800028582;18;12;3;2305;4870167;617153;540
201800028583;18;12;7;1930;4868561;618487;540
201800028584;18;12;9;2210;4862305;619412;540
201800028585;18;12;13;926;4870023;624786;540
201800028586;18;12;17;957;4868340;617298;540
201800028587;18;12;4;739;4865662;612922;540
201800028588;18;12;26;1200;4866064;617721;540
201800028589;18;12;28;40;4862118;616036;540
201800028590;18;12;6;910;4868662;621031;540
201800028591;18;2;20;925;4890049;604962;540
201800028592;18;3;14;1409;4892360;603804;540
201800028593;18;3;31;825;4891959;606334;540
201800028594;18;4;11;240;4891927;607805;540
201800028595;18;4;17;1735;4890392;605984;540
201800028596;18;5;12;1715;4889453;605210;540
201800028597;18;5;14;1025;4890000;604000;540
201800028598;18;6;8;1223;4890512;604123;540
201800028599;18;6;19;1242;4892375;606256;540
201800028600;18;6;23;2355;4890762;604544;540
201800028601;18;7;5;1048;4890516;605890;540
201800028602;18;7;5;1215;4889961;599411;540
201800028603;18;7;22;1830;4890200;605300;540
201800028604;18;9;7;900;4890263;603859;540
201800028605;18;9;21;1650;4891136;604319;540
201800028606;18;10;1;1325;4890261;603844;540
201800028607;18;10;9;1210;4891736;605634;540
201800028608;18;11;10;2005;4890105;606470;540
201800028609;18;11;17;1727;4890034;601070;540
201800028610;18;11;19;953;4890899;604012;540
201800028611;18;11;16;1030;4890145;605125;540
201800028612;18;12;3;1455;4888524;605329;540
201800028613;18;12;13;707;4800000;605132;540
201800028614;18;12;14;1640;4890996;603879;540
201800028615;18;12;18;1530;4891962;606334;540
201800028616;18;11;27;1710;4869050;590120;540
201800028617;18;1;19;1553;4867320;592000;540
201800028618;18;9;4;1725;4870230;592910;540
201800028619;18;4;29;150;4866840;588231;540
201800028620;18;5;9;1719;4946686;593266;540
201800028621;18;6;14;950;4946246;593383;540
201800028622;18;6;14;1915;4941847;590624;540
201800028623;18;6;20;2000;4946000;585000;540
201800028624;18;11;3;1400;4947088;592768;540
201800028625;18;1;19;1505;4876291;518258;550
201800028626;18;3;22;1640;4875000;519000;550
201800028627;18;4;5;1215;4877408;516517;550
201800028628;18;4;24;1310;4877296;517745;550
201800028629;18;6;7;850;4877476;515990;550
201800028630;18;6;8;916;4876279;519315;550
201800028631;18;8;3;2315;4879348;512659;550
201800028632;18;10;5;830;4876906;517229;550
201800028633;18;1;26;1300;4915800;539500;550
201800028634;18;5;16;1945;4914255;536115;550
201800028635;18;6;21;2025;4916100;539000;550
201800028636;18;7;21;1700;4915536;539197;550
201800028637;18;8;11;2300;4916392;538850;550
201800028638;18;10;15;1815;4915257;539626;550
201800028639;18;12;3;1825;4916499;538091;550
201800028640;18;12;6;2005;4918000;534000;550
201800028641;18;12;21;1545;4957618;539490;550
201800028642;18;1;1;2035;4773849;-338139;560
201800028643;18;1;2;1745;4776708;-338656;560
201800028644;18;1;5;1500;4780033;-326150;560
201800028645;18;1;6;1825;4775012;-336662;560
201800028646;18;1;7;200;4775422;-337125;560
201800028647;18;1;7;1230;4773653;343251;560
201800028648;18;1;8;1215;4776120;-338984;560
201800028649;18;1;8;1547;4775933;-336810;560
201800028650;18;1;8;1630;4779643;-328408;560
201800028651;18;1;9;1955;4774976;-336071;560
201800028652;18;1;10;1600;4773309;-338390;560
201800028653;18;1;11;2222;4776858;-334486;560
201800028654;18;1;13;1240;4775225;-336295;560
201800028655;18;1;16;840;4773269;-337094;560
201800028656;18;1;16;1710;4777597;-334695;560
201800028657;18;1;17;1822;4775793;-339289;560
201800028658;18;1;17;1855;4777096;-333186;560
201800028659;18;1;18;1202;4777949;-334610;560
201800028660;18;1;21;615;4771779;-338369;560
201800028661;18;1;22;755;4775311;-337517;560
201800028662;18;1;22;1830;4775947;-339208;560
201800028663;18;1;23;749;4776017;-339312;560
201800028664;18;1;24;1720;4775868;-337769;560
201800028665;18;1;24;2045;4773062;-338621;560
201800028666;18;1;24;2225;4775868;-337769;560
201800028667;18;1;25;815;4776710;-340253;560
201800028668;18;1;25;1005;4775944;-332649;560
